region,listing_no,listing_title,point_name,point_type,latitude,longitude,os_grid_ref,access_notes,description,category
Scottish Lowlands,19,"Arthur's Seat, Edinburgh",St Anthony's Well,nearby_feature,55.9504,-3.1622,NT275736,well near the foot of the hill,"Until recently, some followed the May Day morning custom of washing in the dew on top of Arthur's Seat and then going down to make a wish at St Anthony's Well, which lies near the foot of the hill.",wells
Scottish Lowlands,19,"Arthur's Seat, Edinburgh",Calton Hill,nearby_feature,55.9556,-3.1824,NT262742,hill thought to be a fairy abode,"Nearby, Calton Hill was thought to be a fairy abode and according to 17th-century legend, a boy used to enter a door and play his drum for the fairies every Thursday.",hills
Scottish Lowlands,19,"Arthur's Seat, Edinburgh",Castle Rock,nearby_feature,55.9486,-3.1999,NT251734,ancient fortress rock beneath Edinburgh Castle,"Other examples include Traprain Law, Bass Rock, now a bird sanctuary out in the Firth of Forth, and Castle Rock upon which Edinburgh Castle now stands.",hillforts
Scottish Lowlands,19,"Arthur's Seat, Edinburgh",Trailhead,trailhead,55.9509,-3.1703,NT270737,1.4km,Trailhead / parking for Arthur's Seat (1.4km).,hills
Scottish Lowlands,20,Roslin Glen,Roslin Glen,main,55.8554,-3.1599,NT274630,££ Very Popular,"Made famous by Dan Brown's Da Vinci Code Rossyln Chapel sits perched above a mysterious lush green valley known as Roslin Glen. This extensive wooded valley through which the North Esk flows, hides mysterious rock carvings, ancient trees, old wells and curious caves. The chapel itself contains a wealth of esoteric stone carvings, including over a hundred green men whose faces peer out from their surrounding foliage. These are said to draw upon the green energy of the glen below. The chapel is full of such mysteries about which whole books have been written, and the stone puzzle that is Rosslyn Chapel continues to draw thousands of tourists from all around the world each year. Directly north of Rosslyn Chapel the twin-humped hill of Arthur's Seat can be seen in the far distance. This has led to speculation of a 'Roseline' meridian that runs through the chapel, connecting the two sites. The chapel also lies exactly on a sacred axis connecting Bamburgh Castle with Iona abbey leading to further speculation of a geomantic significance to the chapel's placement. Many paths lead down into the glen but a path just beyond the chapel is one of the best and easiest to access. It soon passes by a couple of very Ancient Chestnut Trees, which are hidden away to the left of the path. These 'grandmother' and 'grandfather' trees are often chosen as ritual sites and places to connect with the nature spirits of the glen. Just beyond them is another ritual site, a clearing flanked by yew trees, located beside a path that descends into the depths of the glen. Various routes can be explored from here, criss-crossing the side of the gorge (look out for an ancient face carved into the rock) before reaching a narrow riverside path at the bottom. From there you should be able to spot the dark square opening of Wallace's Cave on the opposite side of the river. This cave, where Scottish hero William Wallace is reputed to have hidden from the English, can be reached from a path that descends from Gorton House. The cave itself has an incredible resonance for chanting or drumming, then just below and beyond the cave are some ancient and mysterious rock carvings in the cliff face. Not far from Rosslyn Chapel, Roslin Castle sits on a promontory overlooking the glen where the river North Esk makes a sharp hairpin turn. It is said to be haunted by a black dog whose baying can sometimes be heard at night. A black knight and a white lady also haunt the castle and its cellars are said to contain a hidden treasure. Around the back of the castle is an ancient yew, which those in the know come to honour and venerate. This is just a taster of the mysteries of Roslin Glen – you could spend many days exploring its secret places and delving into its numerous mysteries.",wild places
Scottish Lowlands,20,Roslin Glen,Ancient Chestnut Trees,nearby_feature,55.8564,-3.1542,NT278631,'grandmother' and 'grandfather' ritual trees,"It soon passes by a couple of very Ancient Chestnut Trees, which are hidden away to the left of the path.",other
Scottish Lowlands,20,Roslin Glen,Wallace's Cave,nearby_feature,55.8566,-3.1508,NT280632,riverside cave with a resonance for chanting; secret/secluded,From there you should be able to spot the dark square opening of Wallace's Cave on the opposite side of the river.,caves
Scottish Lowlands,20,Roslin Glen,Gorton House,nearby_feature,55.8562,-3.1492,NT281631,house above the path down to Wallace's Cave,"This cave, where Scottish hero William Wallace is reputed to have hidden from the English, can be reached from a path that descends from Gorton House.",other
Scottish Lowlands,20,Roslin Glen,Roslin Castle,nearby_feature,55.8528,-3.1598,NT274627,haunted clifftop castle; part private,"Not far from Rosslyn Chapel, Roslin Castle sits on a promontory overlooking the glen where the river North Esk makes a sharp hairpin turn.",other
Scottish Lowlands,20,Roslin Glen,Ancient Yew,nearby_feature,55.8525,-3.1600,NT274627,venerated yew behind the castle; secret/secluded,"Around the back of the castle is an ancient yew, which those in the know come to honour and venerate.",other
Scottish Lowlands,20,Roslin Glen,Trailhead,trailhead,55.8562,-3.1574,NT276631,,Trailhead / parking for Roslin Glen.,wild places
Scottish Lowlands,21,"Traprain Law, East Linton",Traprain Law,main,55.9634,-2.6726,NT581746,,"The rocky volcanic plug known as Traprain Law stands out starkly from the surrounding landscape. It was once the capital of the Romano-British kingdom of Gododdin and has been an important ritual centre since Neolithic times. It is crowned by an Iron Age hillfort and on the very summit is a rocky outcrop from which a slice of rock has broken away leaving a narrow gap. This is the Maiden Stone and squeezing into the gap is said to confer fertility and good fortune on any young woman who passes through it while touching both sides. Traprain Law is also connected to the birth of St Kentigern, the Christian rival of the pagan Myrrdin. Kentigern's mother Teneu was the stepdaughter of King Leudonus who had his capital at Traprain. Teneu was seduced against her will by a young prince and became pregnant. Accused of adultery she was to be killed by being pushed off the cliffs, but she survived the fall and was instead cast adrift on the sea in a coracle. Drifting across the Firth of Forth she washed up on the far shore and gave birth to Kentigern. They were then found by St Serf who nicknamed him Mungo (dearest) and he was raised to become a great churchman. He became counsellor to King Rydderch Hael of Alcluid and was a great enemy to paganism, taking steps to exterminate the old religion wherever he could find it. He was said to have been responsible for the battle at Arderydd where Myrrdin and the Gododdin were defeated (see Hart Fell Spa) and in Christian legend Kentigern is even supposed to have given the sacrament to Merlin shortly before he was killed (see Merlindale). The Gododdin eventually moved their capital to Din Eidyn (Edinburgh) before they were finally defeated and paganism in the north came to an end. They also had a fortress at Eildon Hill North (see Eildon Hills), a magical place that was seen as an entrance to the fairy realm. Just south of Traprain Law can be found a megalith known as Loth's Stone. Once said to mark the location of the grave of King Loth, the founder of the kingdom of Lothian, it has now been relocated to the edge of a field. In the nearby town of East Linton St Baldred's Well is a small ivy-covered holy well dedicated to the 8th-century St Baldred who came over from Lindisfarne. He is remembered in many coastal features in the local area including St Baldred's Cave by Seacliff Beach, St Baldred's Boat a nearby rock and St Baldred's Cradle, a rocky outcrop on the shore south of Ravensheugh Sands. Finally, ruined St Baldred's Chapel is located on Bass Rock, which is now a seabird sanctuary and can only be reached by boat as part of a birdwatching tour. Fort William 2 Gourock 14 Erskine 16 GLASGOW Largs 12 15 Irvine Ayr 17 Stranraer 7 5 1 21 3 20 PERTH 22 17 STIRLING 19 EDINBURGH Livingston 20 Penicuik Larkhall 18 12 1 Dumfries 8 CARLISLE 9 2 1 4 5 Montrose Forfar Arbroath Carnoustie DUNDEE St Andrews 18 19 21 10 Berwick-upon-Tweed 13 Galashiels 11 17 14 20 9 Wooler Hawick 16 Longtown 21 10",hills
Scottish Lowlands,21,"Traprain Law, East Linton",Maiden Stone,nearby_feature,55.9639,-2.6694,NT583747,cleft stone said to confer fertility,This is the Maiden Stone and squeezing into the gap is said to confer fertility and good fortune on any young woman who passes through it while touching both sides.,natural stones
Scottish Lowlands,21,"Traprain Law, East Linton",Loth's Stone,nearby_feature,55.9585,-2.6771,NT578741,megalith said to mark King Loth's grave,Just south of Traprain Law can be found a megalith known as Loth's Stone.,standing stones
Scottish Lowlands,21,"Traprain Law, East Linton",St Baldred's Well,nearby_feature,55.9915,-2.6540,NT593778,ivy-covered holy well at East Linton,In the nearby town of East Linton St Baldred's Well is a small ivy-covered holy well dedicated to the 8th-century St Baldred who came over from Lindisfarne.,wells
Scottish Lowlands,21,"Traprain Law, East Linton",St Baldred's Cave,nearby_feature,56.0515,-2.6366,NT604844,coastal cave by Seacliff Beach,"He is remembered in many coastal features in the local area including St Baldred's Cave by Seacliff Beach, St Baldred's Boat a nearby rock and St Baldred's Cradle, a rocky outcrop on the shore south of Ravensheugh Sands.",caves
Scottish Lowlands,21,"Traprain Law, East Linton",St Baldred's Boat,nearby_feature,56.0560,-2.6246,NT611849,rock off the shore,"He is remembered in many coastal features in the local area including St Baldred's Cave by Seacliff Beach, St Baldred's Boat a nearby rock and St Baldred's Cradle, a rocky outcrop on the shore south of Ravensheugh Sands.",natural stones
Scottish Lowlands,21,"Traprain Law, East Linton",St Baldred's Cradle,nearby_feature,56.0235,-2.5831,NT637813,rocky outcrop on the shore,"He is remembered in many coastal features in the local area including St Baldred's Cave by Seacliff Beach, St Baldred's Boat a nearby rock and St Baldred's Cradle, a rocky outcrop on the shore south of Ravensheugh Sands.",natural stones
Scottish Lowlands,21,"Traprain Law, East Linton",St Baldred's Chapel,nearby_feature,56.0770,-2.6414,NT601873,ruined chapel on Bass Rock,"Finally, ruined St Baldred's Chapel is located on Bass Rock, which is now a seabird sanctuary and can only be reached by boat as part of a birdwatching tour.",sacred buildings
Central Scotland,1,"Fairy Glen, Brodick",Fairy Glen,main,55.5603,-5.1473,NS016341,,"A small mountain stream cascades down through the forest of the Fairy Glen. Its source is near the summit of Sithein, the old Scots-Gaelic name for a mound or hill where fairies (sith) live – evidence that the place has long been associated with them. People still leave offerings to the fairies on a little altar where the footpath through the woods crosses the stream in the Fairy Glen. From the summit of Sithein you can look out across Lamlash Bay to an isle known as Holy Island. With a long tradition as a spiritual retreat, it is the location of the cave and well of St Molaise's Hermitage. The cave also contains some original Viking runes – graffiti left by passing Vikings long ago. Now a Tibetan Buddhist retreat, there are colourful statues and paintings of Tibetan deities dotted around the island which is served by regular passenger ferries from Lamlash in the summer.",wild places
Central Scotland,1,"Fairy Glen, Brodick",Sithein,nearby_feature,55.5479,-5.1737,NR998328,,"Its source is near the summit of Sithein, the old Scots-Gaelic name for a mound or hill where fairies (sith) live – evidence that the place has long been associated with them.",hills
Central Scotland,1,"Fairy Glen, Brodick",St Molaise's Hermitage,nearby_feature,55.5226,-5.0769,NS058297,,"With a long tradition as a spiritual retreat, it is the location of the cave and well of St Molaise's Hermitage.",caves
Central Scotland,1,"Fairy Glen, Brodick",Trailhead Parking,trailhead,55.5557,-5.1437,NS018336,700m,Trailhead / parking for Fairy Glen (700m).,wild places
Central Scotland,2,"Machrie Moor, Ballymichael",Machrie Moor,main,55.5399,-5.3159,NR908323,,"Machrie Moor, on the west side of the Isle of Arran, is covered with a scattering of prehistoric stone circles, standing stones, cairns and hut circles. One of these stone circles, which has a double ring of concentric granite stones, is known as Fingal's Cauldron Seat. It was believed to have been constructed by the Irish hero and giant Fingal who cooked his meals in a massive cauldron within the circle and tied his huge dog Bran to a stone nearby (possibly the holed stone in the outer circle). Fingal also spent time living in King's Cave on the nearby coast while out on his hunting expeditions. Before the 20th century, this cave was recorded as having hunting scenes of hounds, deer and armed men carved into the walls and several enigmatic carvings are still visible alongside more modern graffiti. Today the cave is more famous as the place where Robert the Bruce reputedly hid from the English. On the opposite side of Arran near Whiting Bay, the Giant's Graves are megalithic chambered tombs that were once covered by mounds of earth. Some say the giant Fingal himself is buried there and that the numerous prehistoric monuments on the island were raised in memory of local inhabitants slain by Fingal and his band of warriors who were known as the Fians (Fianna in Irish).",stone circles
Central Scotland,2,"Machrie Moor, Ballymichael",King's Cave,nearby_feature,55.5260,-5.3534,NR884309,,"Fingal also spent time living in King's Cave on the nearby coast while out on his hunting expeditions. Before the 20th century, this cave was recorded as having hunting scenes of hounds, deer and armed men carved into the walls and several enigmatic carvings are still visible alongside more modern graffiti. Today the cave is more famous as the place where Robert the Bruce reputedly hid from the English.",caves
Central Scotland,2,"Machrie Moor, Ballymichael",Trailhead Parking,trailhead,55.5040,-5.3401,NR891284,3.3km,Trailhead / parking for King's Cave (3.3km).,stone circles
Central Scotland,2,"Machrie Moor, Ballymichael",Giant's Graves,nearby_feature,55.4767,-5.0981,NS043246,,"On the opposite side of Arran near Whiting Bay, the Giant's Graves are megalithic chambered tombs that were once covered by mounds of earth. Some say the giant Fingal himself is buried there and that the numerous prehistoric monuments on the island were raised in memory of local inhabitants slain by Fingal and his band of warriors who were known as the Fians (Fianna in Irish).",burial chambers
Central Scotland,2,"Machrie Moor, Ballymichael",Trailhead Parking,trailhead,55.4820,-5.0923,NS046252,1.3km,Trailhead / parking for Giant's Graves (1.3km).,stone circles
Central Scotland,2,"Machrie Moor, Ballymichael",Trailhead Parking,trailhead,55.5451,-5.3380,NR895329,1.7km,Trailhead / parking for Machrie Moor (1.7km).,stone circles
Central Scotland,3,"Ariundle Oakwood, Strontian",Ariundle Oakwood (Parking),main,56.7108,-5.5542,NM825633,Parking,"A remnant of ancient Caledonian forest, the Ariundle oakwood covers an extensive area to the north of the Strontian River. Explore the fairy-haunted woods by following a path known as the 'Fairies Road' that leads down to the town of Strontian on the shore of Loch Sunart. Strontian is the anglicized rendering of the Scots-Gaelic Sron an t-Sithein which means 'The Fairies Nose', referring to the promontory that juts out into the loch. The local blacksmith's shop in Strontian was reputedly once frequented by a household spirit known as a 'glaistig' and her child. They liked to move the blacksmith's tools around at night and make a lot of noise, until one night the blacksmith waited in hiding and crushed the glaistig's skull with his hammer. On the opposite side of Loch Sunart, the mountain of Beinn Iadain was said to be occupied by fairies whose realm could be entered through a portal known as the Black Door. One day the fairies stole a mother and newborn child from a farm at Rahoy on the shore of Loch Teacuis. After being taken through the Black Door she refused to eat the fairy food as she knew that to do so would mean she could never leave. That night she appeared to her husband in a dream and told him to tie three knots in her wedding kerchief and leave it at the Black Door. This he did, the portal opened, and she was able to escape. Another woman was captured by a giantess hag who lived on the mountain, perhaps a memory of the hag goddess the Cailleach. She is said to have gripped the woman as tight as 'ivy round a tree', and in anger the woman cried “I wish it was a bag of shit you held in your arms!”. At this the giantess momentarily loosened her grip and the woman was able to escape.",wild places
Central Scotland,3,"Ariundle Oakwood, Strontian",Beinn Iadain,nearby_feature,56.6398,-5.7658,NM691561,,"On the opposite side of Loch Sunart, the mountain of Beinn Iadain was said to be occupied by fairies whose realm could be entered through a portal known as the Black Door. One day the fairies stole a mother and newborn child from a farm at Rahoy on the shore of Loch Teacuis. After being taken through the Black Door she refused to eat the fairy food as she knew that to do so would mean she could never leave. That night she appeared to her husband in a dream and told him to tie three knots in her wedding kerchief and leave it at the Black Door. This he did, the portal opened, and she was able to escape. Another woman was captured by a giantess hag who lived on the mountain, perhaps a memory of the hag goddess the Cailleach. She is said to have gripped the woman as tight as 'ivy round a tree', and in anger the woman cried “I wish it was a bag of shit you held in your arms!”. At this the giantess momentarily loosened her grip and the woman was able to escape.",hills
Central Scotland,3,"Ariundle Oakwood, Strontian",Trailhead,trailhead,56.6297,-5.8166,NM660551,5km,Trailhead / parking for Beinn Iadain (5km).,wild places
Central Scotland,4,Ben Cruachan & Loch Awe,Ben Cruachan & Loch Awe,main,56.4268,-5.1318,NN069304,,"The ancient Caledonian crone goddess, the Cailleach Bheara, was believed to have lived on the sacred mountain of Ben Cruachan overlooking Loch Awe and Loch Etive. Loch Awe stretches for over 35km from Ford in the southwest to Kilchurn Castle in the northeast and was said to have been created by the Cailleach Bheara when she kicked away rocks, releasing all the springs that flow into the valley. In another version of the tale, she fell asleep while collecting water from a magical spring on Ben Cruachan and, forgetting to replace the slab that covered it, flooded the valley below. In remorse she turned to stone, creating a rock formation known as Creag na Caillich, 'Old Wife's Rock', which is thought to be the rock formation in Glen Etive. The waters of Loch Awe are said to be inhabited by a water monster known as the Big Beast of Loch Awe. Featuring twelve legs and shaped like an eel or a horse, on winter nights it can be heard breaking up the ice that covers the lake. Another mythical beast said to inhabit Loch Awe is a water bull that can only be killed with a silver shot. Good views of both Loch Awe and Ben Cruachan can be had from Creag an Fhithich northeast of the village of Inverinan. The Falls of Cruachan that once flowed down from Ben Cruachan and filled Loch Awe have now been harnessed to create a hydroelectric power station. The wedge of land opposite the power station was said to be a fairy haunt, and anyone who sat on a fairy mound near Creag Thulach could incur the wrath of the fairies. In the nearby village of Kilchrenan a child was once abducted by the fairies and taken to a fairy mound in Nant Wood but his father retrieved him by ploughing a furrow all around the mound. Nant Wood is now part of the Glen Nant National Nature Reserve.",hills
Central Scotland,4,Ben Cruachan & Loch Awe,Creag na Caillich,nearby_feature,56.5987,-5.0234,NN144492,,"In remorse she turned to stone, creating a rock formation known as Creag na Caillich, 'Old Wife's Rock', which is thought to be the rock formation in Glen Etive.",natural stones
Central Scotland,4,Ben Cruachan & Loch Awe,Falls of Cruachan,nearby_feature,56.3946,-5.1142,NN078268,,The Falls of Cruachan that once flowed down from Ben Cruachan and filled Loch Awe have now been harnessed to create a hydroelectric power station.,natural water features
Central Scotland,4,Ben Cruachan & Loch Awe,Creag Thulach,nearby_feature,56.3800,-5.1305,NN068252,,"The wedge of land opposite the power station was said to be a fairy haunt, and anyone who sat on a fairy mound near Creag Thulach could incur the wrath of the fairies.",natural stones
Central Scotland,4,Ben Cruachan & Loch Awe,Trailhead,trailhead,56.4066,-5.1165,NN078281,3.3km,Trailhead / parking for Ben Cruachan & Loch Awe (3.3km).,hills
Central Scotland,5,"Corryvreckan Whirlpool, Jura",Corryvreckan Whirlpool,main,56.1432,-5.7125,NM694007,,"The island of Jura has associations with the Celtic crone goddess the Cailleach Bheara, the ancient goddess of the land. She used to wash her clothes in a huge swirling whirlpool known as the Corryvreckan which lies in a deep channel between the islands of Jura and Scarba. There the seas boil as the tides rush in and out creating dangerous swirls and eddies that inexperienced sailors avoid, especially in rough weather when the Cailleach is said to be 'washing her clothes'. The Corryvreckan is best viewed from the south coast of Scarba island or from a boat trip, but the adventurous can enjoy an overview of the Gulf of Corryvreckan from An Cruachan on the northern tip of Jura. The islands to the north of Scarba were said to have been created when a basket full of rocks being carried by the Cailleach burst open and fell into the sea. The goddess also reveals her presence towards the southern end of Jura where the twin peaks known as the Paps of Jura are said to represent the breasts of the Goddess. These are best viewed from neighbouring Islay.",natural water features
Central Scotland,5,"Corryvreckan Whirlpool, Jura",Paps of Jura,nearby_feature,55.9024,-6.0042,NR498749,,The goddess also reveals her presence towards the southern end of Jura where the twin peaks known as the Paps of Jura are said to represent the breasts of the Goddess.,hills
Central Scotland,5,"Corryvreckan Whirlpool, Jura",Trailhead,trailhead,56.0704,-5.7461,NR669927,11km,Trailhead / parking for Corryvreckan Whirlpool (11km).,natural water features
Central Scotland,6,"Dog Stone, Dunollie Castle",Dog Stone,main,56.4235,-5.4835,NM852311,,"The ruined tower of Dunollie Castle was once inhabited by a glaistig, a female household spirit who came out at night to help with chores, although she could also be moody and put dust in people's food. Nearby, a tall natural column of rock known as the Dog Stone is where Fingal used to tie up his giant dog Bran. Acoording to the story, as Bran circled round the stone, the rope wore the grooves visible around the base and sometimes his howls can still be heard at night.",natural stones
Central Scotland,6,"Dog Stone, Dunollie Castle",Dunollie Castle,nearby_feature,56.4265,-5.4846,NM852314,,"The ruined tower of Dunollie Castle was once inhabited by a glaistig, a female household spirit who came out at night to help with chores, although she could also be moody and put dust in people's food.",other
Central Scotland,7,"Dun Bhuirg, Mull",Dun Bhuirg,main,56.3581,-6.1755,NM421262,,"The romantic ruin of the Iron Age broch known as Dun Bhuirg was once believed to be home to the fairy folk. A woman who lived nearby was tired of her chores one day and wished that the fairies were there to help her. Immediately her home was overrun by the little people who proceeded to perform all her tasks. Worried that the fairies would require some form of payment, she shouted “Dun Bhuirg is on fire!” and all the fairy folk immediately rushed back home. Circular stone foundations and a few low stone walls are all that now remain of the broch, which sits on a green mound beside Loch Scridain near the remote tip of the Ardmeanach peninsula. It is reached by a 6km drive down a rough track followed by a 600m walk but the remote and enchanted atmosphere of the place make it well worth a visit.",hillforts
Central Scotland,7,"Dun Bhuirg, Mull",Trailhead,trailhead,56.3618,-6.1697,NM425266,600m,Trailhead / parking for Dun Bhuirg (600m).,hillforts
Central Scotland,7,"Dun Bhuirg, Mull",Nearest Parking,trailhead,56.3729,-6.0865,NM477275,6.5km,Trailhead / parking for Dun Bhuirg (6.5km).,hillforts
Central Scotland,8,Dunadd & Kilmartin Glen,Dunadd & Kilmartin Glen,main,56.0861,-5.4786,NR836936,,"The impressive rock fortress of Dunadd dominates the landscape for miles around. It was said to have been the capital of the Scots-Gaelic kings of Dalriada who were crowned after placing their foot in the inauguration stone on the summit, and this long, foot-shaped depression has many legends attached to it. According to one, Ossian, the son of the Irish hero Fingal who was living in Dunadd, was hunting on a hill above Kilmichael when a stag turned on him so he leaped to Rudal Hill and from there to Dunadd to escape, leaving his footprints where he landed. Another legend says that Dunadd is a fairy fort and that the footprint is known as the Fairy's Footmark. To reach the inauguration stone you must pass through two massive natural stone ramparts looming like craggy cliffs. The stone itself contains the footprint, a cup mark that was said to have been created by Ossian's knee, some faded ogham script which some have interpreted as spelling out the name of Ossian's father Fionn, and also a faded Pictish carving of a boar. All of these are, however, modern copies as the originals have been covered in artificial stone to protect them from erosion. Not far from Dunadd, the Scodaig Stone (now lost) was said to bear the hoofprint of the legendary Irish Queen Scota's horse. She was reputed to be the daughter of an Egyptian pharaoh who was brought to Ireland by her husband Mil Easpaine. He was the founder of the Celtic Irish race who defeated the Tuatha de Danaan, the Irish fairy folk, and conquered Ireland. Scota is said to have given her name to the Scots people, an Irish tribe who invaded what is now known as Scotland and settled at Dunadd. Nearby Kilmartin Glen contains a huge number of prehistoric monuments including 13 isolated standing stones, 11 arrangements of stones, 2 stone circles and numerous burial cairns, some with stone cists. Some of the stones are decorated with cup marks, incised images and spirals and there are also extensive rock-art sites where cups, rings and a huge abundance of other designs are cut into the living rock. Highlights of the glen include Kilmartin Linear Cemetery, Temple Wood Stone Circles, Ballymeanoch Standing Stones and Achnabreck Cup and Ring Marks.",hillforts
Central Scotland,8,Dunadd & Kilmartin Glen,Kilmartin Linear Cemetery,nearby_feature,56.1246,-5.4951,NR828979,,"Highlights of the glen include Kilmartin Linear Cemetery, Temple Wood Stone Circles, Ballymeanoch Standing Stones and Achnabreck Cup and Ring Marks.",burial chambers
Central Scotland,8,Dunadd & Kilmartin Glen,Temple Wood Stone Circles,nearby_feature,56.1236,-5.4987,NR826978,,"Highlights of the glen include Kilmartin Linear Cemetery, Temple Wood Stone Circles, Ballymeanoch Standing Stones and Achnabreck Cup and Ring Marks.",stone circles
Central Scotland,8,Dunadd & Kilmartin Glen,Ballymeanoch Standing Stones,nearby_feature,56.1113,-5.4857,NR833964,,"Highlights of the glen include Kilmartin Linear Cemetery, Temple Wood Stone Circles, Ballymeanoch Standing Stones and Achnabreck Cup and Ring Marks.",standing stones
Central Scotland,8,Dunadd & Kilmartin Glen,Achnabreck Cup and Ring Marks,nearby_feature,56.0606,-5.4435,NR857906,,"Highlights of the glen include Kilmartin Linear Cemetery, Temple Wood Stone Circles, Ballymeanoch Standing Stones and Achnabreck Cup and Ring Marks.",natural stones
Central Scotland,9,Iona,Iona (Parking),main,56.3239,-6.3648,NM302231,Parking; Foot Passenger Ferry To Iona; No Cars Allowed,"The holy island of Iona, off the southwest tip of Mull, is one of the most sacred and magical places in the whole of the British Isles and a place of pilgrimage for centuries. Dozens of early Scots, Irish and Norwegian kings and clan chieftains are buried in the precincts of the monastery that was originally founded by St Columba in the 6th century. Some say that Iona was originally sacred to the Druids and was viewed as an otherworldly island akin to the fairy realm of Tir na Nog. These fairy folk are still thought to dwell on the island, hidden within its hills and mounds. Arriving by passenger ferry from Fionnphort, Mull, you dock at the small settlement of Baile Mòr, Iona's only village, which has a selection of inns and B&Bs. Before you reach the famous abbey, stop off at St Oran's Chapel, the oldest remaining building on the island. This is a quiet place of reflection that commemorates Oran, a saint who was voluntarily buried alive at the site in order to appease supernatural forces that were preventing the abbey from being built. Next comes the restored medieval Iona Abbey with 8th-century Celtic crosses and set into its walls is a tiny external chapel known as St Columba's Shrine. St Columba was one of the first Irish missionaries to bring Celtic Christianity to the British Isles. He was believed to be buried under where the shrine now sits and the site was thought to be so holy that kings vied for position to be buried near it. Towering over the abbey is Iona's tallest hill known as Dun I. On the northern edge of its summit is a miraculous spring-fed pool known as the Well of Age. Bathing your face in its healing water at sunset was said to restore youth and bring renewal. The Well of Age is also known as a visionary site and a place of pilgrimage. Another place to receive visions is a circular enclosure almost 1km southwest of Dun I known as Cobhain Cuildich, 'The Hermit's Cell' that resembles the stone foundations of a shepherd's hut. Many people have reported having mystical experiences there. Returning to Baile Mòr and following the road south along the coast and then inland you soon come to a farm on the left called Sithean. The name means 'Fairy Mound' and next to the farm lies Sithean Mor, 'The Large Fairy Mound' while a smaller rocky mound on the opposite side of the road is called Sithean Beg, 'The Small Fairy Mound'. In Abbot Adomnán of Iona's Life of St Columba, it is recorded that one of Columba's acolytes saw the saint at Sithean Mor (also known as Cnoc nan Aingeal, 'Hill of Angels') communing with white shining beings who descended from the sky. According to folklore fairy music can often be heard emanating from the mound and one man who went to join the fairy revelry left an iron fish hook stuck in the door so he could escape again. Rituals were also once performed on and around the mound, with cattle being driven between two fires on Beltane and horses being ridden clockwise around the mound on St Michael's Eve. At the southern tip of the island lies St Columba's Bay where the famous white-and-green Iona marble can be found washed up on the shore. Pieces of pure green serpentine, which are known as mermaid's tears, can be worn as talismans or good-luck charms and are said to protect the wearer from drowning. The bay is divided into two beaches, Port na Curaich to the east, where St Columba is first said to have made landfall, and Port an Fhir-bhreige to the west which is covered in ancient cairns. On the shoreline people have arranged the pebbles into many amazing sculptures including labyrinths and Celtic crosses. There are many more mysteries to uncover on the sacred isle of Iona, including sacred springs, ringing rocks, tales of selkies (seal people) and household spirits known as 'gruagachs', so it is best to stay overnight and spend the time to fully take in the landscape and explore its mysteries. The island of Staffa, 8km north of Iona and just 1km across, is composed almost entirely of hexagonal basalt columns. Its shoreline is peppered with caves composed of these magical-looking columns, the most famous of which is Fingal's Cave where the Irish hero and giant Fingal is thought to have sheltered. Identical basalt columns also make up the famous Giant's Causeway in Northern Ireland and the two sites are connected by legend. A giant called Torquil MacLeod is said to have carried a piece of the Giant's Causeway across the sea in a sack and dropped it to form Staffa, while Fingal is said to have created a causeway connecting the two sites so he could fight his Scottish enemy Benandonner.",sacred buildings
Central Scotland,9,Iona,St Oran's Chapel,nearby_feature,56.3344,-6.3929,NM285244,,"Before you reach the famous abbey, stop off at St Oran's Chapel, the oldest remaining building on the island.",sacred buildings
Central Scotland,9,Iona,Iona Abbey,nearby_feature,56.3351,-6.3916,NM286245,,Next comes the restored medieval Iona Abbey with 8th-century Celtic crosses and set into its walls is a tiny external chapel known as St Columba's Shrine.,sacred buildings
Central Scotland,9,Iona,St Columba's Shrine,nearby_feature,56.3350,-6.3919,NM286245,,Next comes the restored medieval Iona Abbey with 8th-century Celtic crosses and set into its walls is a tiny external chapel known as St Columba's Shrine.,sacred buildings
Central Scotland,9,Iona,Well of Age,nearby_feature,56.3418,-6.3965,NM284252,,On the northern edge of its summit is a miraculous spring-fed pool known as the Well of Age. Bathing your face in its healing water at sunset was said to restore youth and bring renewal. The Well of Age is also known as a visionary site and a place of pilgrimage.,wells
Central Scotland,9,Iona,Trailhead,trailhead,56.3411,-6.3910,NM287251,500m,Trailhead / parking for Well of Age (500m).,sacred buildings
Central Scotland,9,Iona,Cobhain Cuildich,nearby_feature,56.3379,-6.4088,NM276249,secret / secluded,"Another place to receive visions is a circular enclosure almost 1km southwest of Dun I known as Cobhain Cuildich, 'The Hermit's Cell' that resembles the stone foundations of a shepherd's hut.",other
Central Scotland,9,Iona,Sithean Mor,nearby_feature,56.3270,-6.4143,NM272237,,"The name means 'Fairy Mound' and next to the farm lies Sithean Mor, 'The Large Fairy Mound' while a smaller rocky mound on the opposite side of the road is called Sithean Beg, 'The Small Fairy Mound'.",hills
Central Scotland,9,Iona,Sithean Beg,nearby_feature,56.3278,-6.4154,NM271238,,"The name means 'Fairy Mound' and next to the farm lies Sithean Mor, 'The Large Fairy Mound' while a smaller rocky mound on the opposite side of the road is called Sithean Beg, 'The Small Fairy Mound'.",hills
Central Scotland,9,Iona,St Columba's Bay,nearby_feature,56.3092,-6.4268,NM263217,,At the southern tip of the island lies St Columba's Bay where the famous white-and-green Iona marble can be found washed up on the shore.,wild places
